,0,1,2,3,4,5,6
0,0.9664,0.9863,0.8321,-13.794,0.8451,0.8173,0.7234
1,0.0001,5.9999999999999995e-05,0.0005,0.0139,0.0004,0.0005,0.00075
2,0.0067,0.0053,0.0157,0.0991,0.0159,0.01643,0.0192
